,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
0,0,현대 그랜저HG 300 프리미엄,차량번호 63주5358,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161935&gubun=K,2013.06 (14년형),"180,900 km",가솔린,"2,999 cc (270마력)",검정색,만료,820만원,25,무,무,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,3.0,"1,981,920",0.0,0
1,1,현대 그랜저 뉴 럭셔리  Q270 LPi ,차량번호 29버7398,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161119&gubun=K,2009.08 (10년형),"265,753 km",LPG,"2,656 cc (165마력)",검정색,만료,399만원,15,무,무,유,유,무,유,무,유,무,무,등록,0.0,0.0,0.0,0.0,0.0,4.0,"3,274,363",6.0,"2,834,910"
2,2,현대 그랜저HG 300 LPi 모던,차량번호 200부6149,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160506&gubun=K,2016.08,"89,076 km",LPG,"2,999 cc (235마력)",검정색,만료,"1,120만원",준비중,무,무,유,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,2.0,"1,904,690",0.0,0
3,3,현대 그랜저HG 300 로얄,차량번호 64보9465,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161923&gubun=K,2012.02,"111,306 km",가솔린,"2,999 cc (270마력)",검정색,만료,749만원,19,유,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,2.0,"5,660,104",1.0,"3,830,176"
4,4,현대 그랜저HG 300 프리미엄,차량번호 19도2349,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162103&gubun=K,2013.02,"102,801 km",가솔린,"2,999 cc (270마력)",검정색,만료,990만원,30,무,무,유,유,무,유,무,무,무,유,등록,4.0,0.0,0.0,0.0,0.0,7.0,"11,149,558",3.0,"8,119,080"
5,5,현대 그랜저HG 240 모던,차량번호 47가8216,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162053&gubun=K,2013.03,"76,579 km",가솔린,"2,359 cc (201마력)",검정색,만료,"1,050만원",35,무,무,유,유,유,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,5.0,"8,925,726",6.0,"4,576,700"
6,6,현대 그랜저HG 240 모던 컬렉션,차량번호 381모5575,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162171&gubun=K,2016.05 (17년형),"76,890 km",가솔린,"2,359 cc (190마력)",흰색,만료,"1,330만원",43,무,무,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,2.0,"1,227,525",2.0,"2,336,609"
7,7,현대 그랜저HG 220 디젤 모던,차량번호 66나0304,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162773&gubun=K,2016.08,"71,711 km",가솔린,"2,199 cc (202마력)",흰색,만료,"1,270만원",39,무,무,유,유,유,유,무,유,무,무,등록,,,,,,,,,
8,8,현대 그랜저HG 300 프리미엄,차량번호 47도0928,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162813&gubun=K,2013.05 (14년형),"82,342 km",가솔린,"2,999 cc (270마력)",검정색,만료,"1,050만원",32,무,무,유,유,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,1.0,"336,408",1.0,"1,055,570"
9,9,현대 그랜저HG 240 모던,차량번호 23조1830,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162884&gubun=K,2013.01,"82,672 km",가솔린,"2,359 cc (201마력)",흰색,만료,"1,150만원",38,무,유,유,무,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,4.0,"7,614,774",1.0,"4,679,400"
10,10,현대 그랜저IG 3.0 익스클루시브 스페셜,차량번호 259서7425,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163149&gubun=K,2019.03,"17,856 km",가솔린,"2,999 cc (266마력)",회색,"60개월 / 100,000km","2,149만원",55,무,무,유,유,유,유,유,유,유,유,등록,0.0,0.0,0.0,0.0,0.0,1.0,"12,082,770",2.0,"8,686,880"
11,11,현대 그랜저HG 하이브리드 2.4 HEV 프리미엄,차량번호 41오4641,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163548&gubun=K,2014.10 (15년형),"87,315 km",가솔린/LPG겸용,"2,359 cc (199마력)",흰색,만료,"1,470만원",39,유,유,유,유,유,유,무,유,유,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"13,419,780",1.0,"1,599,770"
12,12,현대 그랜저IG 3.0  익스클루시브,차량번호 340수9602,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163158&gubun=K,2018.03,"47,275 km",가솔린,"2,999 cc (266마력)",회색,"60개월 / 100,000km","1,940만원",53,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,2.0,"6,179,073",0.0,0
13,13,현대 그랜저IG 3.0 LPi  모던,차량번호 169나4650,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163160&gubun=K,2017.01,"83,103 km",LPG,"2,999 cc (235마력)",흰색,만료,"1,990만원",69,,,,,,,,,,,등록,5.0,0.0,0.0,0.0,0.0,2.0,"5,125,133",0.0,0
14,14,현대 더 럭셔리 그랜저 Q270 24주년 스페셜에디션 럭셔리I,차량번호 25너4158,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156711&gubun=K,2010.12 (11년형),"152,353 km",가솔린,"2,656 cc (195마력)",흰색,만료,530만원,17,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,799,876",0.0,0
15,15,현대 그랜저IG 하이브리드 2.4 HEV 익스클루시브,차량번호 55두7688,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158316&gubun=K,2018.11 (19년형),"81,957 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","2,450만원",62,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,"4,564,258",0.0,0
16,16,현대 그랜저IG 3.0 익스클루시브,차량번호 15루7099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159425&gubun=K,2018.05,"4,750 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,190만원",60,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,4.0,"22,129,773",3.0,"13,523,025"
17,17,현대 그랜저HG 300 프라임,차량번호 17무5747,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160451&gubun=K,2011.02,"86,753 km",가솔린,"2,999 cc (270마력)",검정색,만료,870만원,26,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,6.0,"11,197,373",4.0,"10,901,793"
18,18,현대 그랜저IG 2.4 프리미엄,차량번호 65다1073,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153763&gubun=K,2018.01,"94,976 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","2,150만원",66,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
19,19,현대 그랜저HG 300 프리미엄,차량번호 47도4765,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163327&gubun=K,2013.11 (14년형),"33,747 km",가솔린,"2,999 cc (270마력)",검정색,만료,"1,550만원",47,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,1.0,"286,980",1.0,"464,400"
20,20,현대 그랜저HG 300 프리미엄,차량번호 63주5358,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161935&gubun=K,2013.06 (14년형),"180,900 km",가솔린,"2,999 cc (270마력)",검정색,만료,820만원,25,무,무,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,3.0,"1,981,920",0.0,0
21,21,현대 그랜저 뉴 럭셔리  Q270 LPi ,차량번호 29버7398,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161119&gubun=K,2009.08 (10년형),"265,753 km",LPG,"2,656 cc (165마력)",검정색,만료,399만원,15,무,무,유,유,무,유,무,유,무,무,등록,0.0,0.0,0.0,0.0,0.0,4.0,"3,274,363",6.0,"2,834,910"
22,22,현대 그랜저HG 300 LPi 모던,차량번호 200부6149,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160506&gubun=K,2016.08,"89,076 km",LPG,"2,999 cc (235마력)",검정색,만료,"1,120만원",준비중,무,무,유,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,2.0,"1,904,690",0.0,0
23,23,현대 그랜저HG 300 로얄,차량번호 64보9465,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161923&gubun=K,2012.02,"111,306 km",가솔린,"2,999 cc (270마력)",검정색,만료,749만원,19,유,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,2.0,"5,660,104",1.0,"3,830,176"
24,24,현대 그랜저HG 300 프리미엄,차량번호 19도2349,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162103&gubun=K,2013.02,"102,801 km",가솔린,"2,999 cc (270마력)",검정색,만료,990만원,30,무,무,유,유,무,유,무,무,무,유,등록,4.0,0.0,0.0,0.0,0.0,7.0,"11,149,558",3.0,"8,119,080"
25,25,현대 그랜저HG 240 모던,차량번호 47가8216,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162053&gubun=K,2013.03,"76,579 km",가솔린,"2,359 cc (201마력)",검정색,만료,"1,050만원",35,무,무,유,유,유,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,5.0,"8,925,726",6.0,"4,576,700"
26,26,현대 그랜저HG 240 모던 컬렉션,차량번호 381모5575,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162171&gubun=K,2016.05 (17년형),"76,890 km",가솔린,"2,359 cc (190마력)",흰색,만료,"1,330만원",43,무,무,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,2.0,"1,227,525",2.0,"2,336,609"
27,27,현대 그랜저HG 220 디젤 모던,차량번호 66나0304,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162773&gubun=K,2016.08,"71,711 km",가솔린,"2,199 cc (202마력)",흰색,만료,"1,270만원",39,무,무,유,유,유,유,무,유,무,무,등록,,,,,,,,,
28,28,현대 그랜저HG 300 프리미엄,차량번호 47도0928,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162813&gubun=K,2013.05 (14년형),"82,342 km",가솔린,"2,999 cc (270마력)",검정색,만료,"1,050만원",32,무,무,유,유,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,1.0,"336,408",1.0,"1,055,570"
29,29,현대 그랜저HG 240 모던,차량번호 23조1830,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162884&gubun=K,2013.01,"82,672 km",가솔린,"2,359 cc (201마력)",흰색,만료,"1,150만원",38,무,유,유,무,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,4.0,"7,614,774",1.0,"4,679,400"
30,30,현대 그랜저IG 3.0 익스클루시브 스페셜,차량번호 259서7425,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163149&gubun=K,2019.03,"17,856 km",가솔린,"2,999 cc (266마력)",회색,"60개월 / 100,000km","2,149만원",55,무,무,유,유,유,유,유,유,유,유,등록,0.0,0.0,0.0,0.0,0.0,1.0,"12,082,770",2.0,"8,686,880"
31,31,현대 그랜저HG 하이브리드 2.4 HEV 프리미엄,차량번호 41오4641,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163548&gubun=K,2014.10 (15년형),"87,315 km",가솔린/LPG겸용,"2,359 cc (199마력)",흰색,만료,"1,470만원",39,유,유,유,유,유,유,무,유,유,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"13,419,780",1.0,"1,599,770"
32,32,현대 그랜저IG 3.0  익스클루시브,차량번호 340수9602,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163158&gubun=K,2018.03,"47,275 km",가솔린,"2,999 cc (266마력)",회색,"60개월 / 100,000km","1,940만원",53,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,2.0,"6,179,073",0.0,0
33,33,현대 그랜저IG 3.0 LPi  모던,차량번호 169나4650,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163160&gubun=K,2017.01,"83,103 km",LPG,"2,999 cc (235마력)",흰색,만료,"1,990만원",69,,,,,,,,,,,등록,5.0,0.0,0.0,0.0,0.0,2.0,"5,125,133",0.0,0
34,34,현대 더 럭셔리 그랜저 Q270 24주년 스페셜에디션 럭셔리I,차량번호 25너4158,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156711&gubun=K,2010.12 (11년형),"152,353 km",가솔린,"2,656 cc (195마력)",흰색,만료,530만원,17,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,799,876",0.0,0
35,35,현대 그랜저IG 하이브리드 2.4 HEV 익스클루시브,차량번호 55두7688,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158316&gubun=K,2018.11 (19년형),"81,957 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","2,450만원",62,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,"4,564,258",0.0,0
36,36,현대 그랜저IG 3.0 익스클루시브,차량번호 15루7099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159425&gubun=K,2018.05,"4,750 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,190만원",60,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,4.0,"22,129,773",3.0,"13,523,025"
37,37,현대 그랜저HG 300 프라임,차량번호 17무5747,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160451&gubun=K,2011.02,"86,753 km",가솔린,"2,999 cc (270마력)",검정색,만료,870만원,26,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,6.0,"11,197,373",4.0,"10,901,793"
38,38,현대 그랜저IG 2.4 프리미엄,차량번호 65다1073,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153763&gubun=K,2018.01,"94,976 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","2,150만원",66,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
39,39,현대 그랜저HG 300 프리미엄,차량번호 47도4765,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163327&gubun=K,2013.11 (14년형),"33,747 km",가솔린,"2,999 cc (270마력)",검정색,만료,"1,550만원",47,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,1.0,"286,980",1.0,"464,400"
40,40,현대 더 뉴 그랜저  2.5 익스클루시브,차량번호 295머7267,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163111&gubun=K,2019.12 (20년형),"29,382 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,"3,290만원",89,무,무,유,유,유,유,무,유,유,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"546,717",0.0,0
41,41,현대 그랜저  2.0 -   ,차량번호 66너9224,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2138204&gubun=K,1991.05,"141,000 km",가솔린,"1,997 cc (120마력)",진회색,불가,800만원,준비중,무,무,무,무,무,무,무,무,무,무,미등록,,,,,,,,,
42,42,현대 그랜저IG  2.2 디젤 프리미엄 ,차량번호 02거6509,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163170&gubun=K,2017.01,"87,000 km",디젤,"2,199 cc (202마력)",빨간색,불가,"1,800만원",51,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
43,43,현대 그랜저HG 하이브리드  2.4 HEV 프리미엄   ,차량번호 56저9384,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150852&gubun=K,2015.06 (16년형),"176,615 km",가솔린 하이브리드,"2,359 cc (199마력)",청옥색,불가,"1,288만원",34,무,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
44,44,현대 그랜져HG 3.0 LPi  모던,차량번호 125누5100,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143170&gubun=K,2015.05,"144,730 km",LPG,"2,999 cc (235마력)",진주색,만료,"1,150만원",준비중,무,무,유,무,유,유,무,유,무,무,등록,4.0,0.0,0.0,0.0,0.0,1.0,"984,618",0.0,0
45,45,현대 더 럭셔리 그랜저  Q270 LPi 모범형,차량번호 55더9887,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159087&gubun=K,2010.04,"236,330 km",LPG,"2,656 cc (165마력)",검정색,만료,375만원,준비중,무,무,유,무,무,유,무,유,무,무,등록,4.0,0.0,0.0,0.0,0.0,3.0,"3,741,178",4.0,"3,857,670"
46,46,현대 그랜저HG 300 LPi  모던,차량번호 179보2809,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160076&gubun=K,2015.03,"184,760 km",LPG,"2,999 cc (235마력)",진주색,만료,950만원,준비중,무,무,유,유,유,유,무,유,무,무,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
47,47,현대 그랜져IG  2.4 프리미엄 ,차량번호 02거3579,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2126217&gubun=K,2017.10 (18년형),"94,947 km",가솔린,"2,359 cc (190마력)",검정색,불가,"1,299만원",40,,,,,,,,,,,미등록,,,,,,,,,
48,48,현대 그랜저TG Q270 LPi  ,차량번호 04러2827,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160391&gubun=K,2006.02,"236,648 km",LPG,"2,656 cc (165마력)",검정색,만료,220만원,0,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,8.0,"16,269,989",1.0,"668,288"
49,49,현대 그랜저TG Q270 LPi  ,차량번호 52어3739,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160694&gubun=K,2007.01,"139,367 km",LPG,"2,656 cc (165마력)",검정색,만료,260만원,1,,,,,,,,,,,등록,0.0,0.0,0.0,0.0,0.0,2.0,"7,885,540",2.0,"2,053,089"
50,50,현대 그랜저HG 240 럭셔리,차량번호 42오9225,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161644&gubun=K,2011.10 (12년형),"180,796 km",가솔린,"2,359 cc (201마력)",검정색,만료,599만원,20,,,,,,,,,,,등록,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
51,51,현대 그랜저 뉴 럭셔리 Q270  럭셔리,차량번호 47머1422,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161789&gubun=K,2008.07 (09년형),"179,912 km",가솔린,"2,656 cc (195마력)",검정색,만료,270만원,8,무,무,무,무,무,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,10.0,"10,642,824",3.0,"2,801,664"
52,52,현대 그랜저 뉴 럭셔리 Q270  럭셔리,차량번호 22버2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161790&gubun=K,2008.03 (09년형),"105,458 km",가솔린,"2,656 cc (195마력)",검정색,만료,299만원,9,무,무,무,무,무,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,7.0,"6,688,210",7.0,"4,019,755"
53,53,현대 그랜저TG Q270  럭셔리,차량번호 16어4459,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162747&gubun=K,2007.02,"174,228 km",가솔린,"2,656 cc (195마력)",검정색,만료,220만원,7,,,,,,,,,,,등록,6.0,0.0,0.0,0.0,0.0,4.0,"2,463,861",2.0,"1,705,460"
54,54,현대 그랜저HG 300  프라임,차량번호 67라7706,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162749&gubun=K,2011.03,"185,985 km",가솔린,"2,999 cc (270마력)",검정색,만료,550만원,16,무,무,무,유,무,무,무,무,무,무,등록,3.0,0.0,0.0,0.0,0.0,7.0,"8,535,641",4.0,"5,912,111"
55,55,현대 그랜저TG Q270  럭셔리,차량번호 06부5003,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163364&gubun=K,2006.08,"137,844 km",가솔린,"2,656 cc (195마력)",검정색,만료,260만원,8,,,,,,,,,,,등록,7.0,0.0,0.0,0.0,0.0,2.0,"1,354,838",1.0,"416,640"
56,56,현대 그랜저 뉴 럭셔리 Q270  럭셔리,차량번호 34서5255,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163365&gubun=K,2009.06 (10년형),"158,682 km",가솔린,"2,656 cc (195마력)",검정색,만료,320만원,10,무,무,무,무,무,무,무,무,무,무,등록,4.0,0.0,0.0,0.0,0.0,3.0,"1,592,356",2.0,"3,911,568"
57,57,현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,차량번호 171소9009,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149892&gubun=K,2020.08,"35,125 km",가솔린 하이브리드,"2,359 cc (159마력)",검정색,정보없음,"3,890만원",86,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,218,060",0.0,0
58,58,현대 더 뉴 그랜저 2.5 익스클루시브,차량번호 111구8860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152072&gubun=K,2020.02,"36,629 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,"3,199만원",86,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"540,728"
59,59,현대 그랜저IG 3.0 익스클루시브 스페셜,차량번호 07루1696,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153188&gubun=K,2018.07 (19년형),"52,829 km",가솔린,"2,999 cc (266마력)",진회색,"60개월 / 100,000km","2,770만원",71,무,무,유,유,유,유,유,유,유,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
60,60,현대 그랜저IG 3.0 LPi  익스클루시브,차량번호 223러8434,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158958&gubun=K,2016.12 (17년형),"69,344 km",LPG,"2,999 cc (235마력)",흰색,만료,"1,990만원",59,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,3.0,"3,789,990",0.0,0
61,61,현대 그랜저IG 3.0 LPi  모던,차량번호 51다5346,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158960&gubun=K,2017.07 (18년형),"56,247 km",LPG,"2,999 cc (235마력)",흰색,"60개월 / 100,000km","2,230만원",77,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
62,62,현대 그랜저IG 하이브리드 2.4 HEV  익스클루시브 스페셜,차량번호 185누1969,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161413&gubun=K,2019.02,"67,142 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","2,949만원",71,무,무,유,유,유,유,유,유,유,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"304,230"
63,63,현대 더 뉴 그랜저 3.3  캘리그래피,차량번호 192고7334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161417&gubun=K,2021.01 (20년형),"19,910 km",가솔린,"3,342 cc (290마력)",회색,정보없음,"3,689만원",84,유,유,무,무,무,무,무,무,무,무,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
64,64,현대 더 뉴 그랜저 2.5  캘리그래피,차량번호 149무2274,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162872&gubun=K,2019.12 (20년형),"44,397 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,"3,499만원",85,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,2.0,"2,160,586",0.0,0
65,65,현대 그랜저IG  3.0 LPi  익스클루시브 스페셜   ,차량번호 108도3702,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149136&gubun=K,2017.05 (18년형),"107,704 km",LPG,"2,999 cc (235마력)",검정색,"60개월 / 100,000km","2,290만원",65,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
66,66,현대 그랜저IG  3.0 LPi  모던   ,차량번호 180다1854,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149487&gubun=K,2018.07 (19년형),"82,819 km",LPG,"2,999 cc (235마력)",흰색,"60개월 / 100,000km","2,130만원",73,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
67,67,현대 그랜저HG  220 디젤 프리미엄   ,차량번호 18구1414,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151952&gubun=K,2014.07 (15년형),"175,670 km",디젤,"2,199 cc (202마력)",흰색,불가,"1,250만원",36,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
68,68,현대 그랜저IG  3.3 셀러브리티   ,차량번호 273소8174,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154133&gubun=K,2017.06 (18년형),"112,825 km",가솔린,"3,342 cc (290마력)",검정색,"60개월 / 100,000km","2,290만원",52,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
69,69,현대 그랜저IG  3.3 셀러브리티   ,차량번호 21노2203,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158698&gubun=K,2017.07 (18년형),"118,071 km",가솔린,"3,342 cc (290마력)",흰색,"60개월 / 100,000km","2,390만원",55,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
70,70,현대 그랜저IG 하이브리드  2.4 HEV 익스클루시브 스페셜   ,차량번호 22우4001,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161779&gubun=K,2017.11 (18년형),"32,823 km",가솔린 하이브리드,"2,359 cc (199마력)",흰색,"60개월 / 100,000km","3,650만원",88,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
71,71,현대 그랜저IG 하이브리드  2.4 HEV 익스클루시브 스페셜   ,차량번호 24주5831,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163531&gubun=K,2019.02,"80,711 km",가솔린 하이브리드,"2,359 cc (199마력)",흰색,"60개월 / 100,000km","3,350만원",80,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
72,72,현대 더 뉴 그랜저 2.5 캘리그래피,차량번호 334러9118,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160753&gubun=K,2020.05,"18,500 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,"3,730만원",90,무,무,유,유,유,유,유,유,유,유,등록,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
73,73,현대 더 럭셔리 그랜저 Q270  럭셔리 스마트팩,차량번호 47버5220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162384&gubun=K,2009.10 (10년형),"117,484 km",가솔린,"2,656 cc (195마력)",은색,만료,460만원,13,무,무,유,무,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,7.0,"7,716,744",3.0,"8,930,820"
74,74,현대 그랜저IG 하이브리드 2.4 HEV  프리미엄,차량번호 33더5671,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162786&gubun=K,2017.05 (18년형),"104,287 km",가솔린 하이브리드,"2,359 cc (199마력)",기타색상,"60개월 / 100,000km","2,050만원",55,무,무,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"255,898"
