,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
75,75,현대 그랜저IG 2.4  프리미엄,차량번호 324나6968,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162928&gubun=K,2018.05 (19년형),"71,263 km",가솔린,"2,359 cc (190마력)",기타색상,"60개월 / 100,000km","2,060만원",63,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,4.0,"6,082,166",4.0,"3,050,194"
76,76,현대 그랜저IG 3.3 셀러브리티,차량번호 57하1952,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163195&gubun=K,2018.03,"77,232 km",가솔린,"3,342 cc (290마력)",기타색상,"60개월 / 100,000km","1,939만원",44,,,,,,,,,,,등록,0.0,0.0,0.0,0.0,0.0,2.0,"1,233,530",1.0,"682,950"
77,77,현대 그랜저IG 하이브리드 2.4 HEV  익스클루시브,차량번호 129너6271,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163544&gubun=K,2018.05 (19년형),"142,612 km",가솔린 하이브리드,"2,359 cc (199마력)",흰색,"60개월 / 100,000km","2,350만원",59,유,유,유,유,유,유,유,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,254,801",1.0,"273,750"
78,78,현대 그랜져IG 3.0 LPi  모던,차량번호 180러7810,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2142764&gubun=K,2017.07 (18년형),"347,000 km",LPG,"2,999 cc (235마력)",은색,"60개월 / 100,000km",890만원,30,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
79,79,현대 그랜저IG 3.0 LPi 모던,차량번호 390두5448,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156734&gubun=K,2017.04 (18년형),"361,000 km",LPG,"2,999 cc (235마력)",검정색,만료,999만원,34,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
80,80,현대 그랜저IG 하이브리드 2.4 HEV  익스클루시브,차량번호 279고4710,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157130&gubun=K,2018.07 (19년형),"24,800 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","2,790만원",70,유,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
81,81,현대 그랜저IG 하이브리드 2.4 HEV 익스클루시브 스페셜,차량번호 46고1258,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159461&gubun=K,2019.04,"25,000 km",가솔린 하이브리드,"2,359 cc (199마력)",진회색,"60개월 / 100,000km","2,970만원",71,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
82,82,현대 그랜저HG 300 LPi  프라임,차량번호 02머2091,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160885&gubun=K,2012.09,"420,000 km",LPG,"2,999 cc (235마력)",은색,만료,360만원,준비중,,,,,,,,,,,등록,,,,,,,,,
83,83,현대 그랜저IG 2.4  익스클루시브 스페셜,차량번호 43우8158,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160919&gubun=K,2017.11 (18년형),"69,999 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,790만원",49,무,무,유,유,유,유,유,유,유,유,등록,0.0,0.0,0.0,0.0,0.0,1.0,"12,323,160",0.0,0
84,84,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 157서8343,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160954&gubun=K,2020.08,"24,000 km",가솔린,"2,497 cc (198마력)",흰색,정보없음,"3,150만원",93,무,무,유,유,유,유,유,유,유,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
85,85,현대 더 뉴 그랜저 2.5  프리미엄 초이스,차량번호 128거5867,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161438&gubun=K,2020.03,"29,999 km",가솔린,"2,497 cc (198마력)",검정색,정보없음,"3,099만원",92,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
86,86,현대 그랜저IG 2.4  모던,차량번호 190두5549,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163040&gubun=K,2018.07 (19년형),"95,000 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,680만원",53,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,3.0,"1,891,946",0.0,0
87,87,현대 그랜저IG 3.0  익스클루시브,차량번호 267우4550,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163042&gubun=K,2017.03,"81,000 km",가솔린,"2,999 cc (266마력)",검정색,만료,"1,790만원",50,무,무,유,유,유,유,유,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,0,2.0,"2,396,162"
88,88,현대 그랜저HG 300  프라임,차량번호 32거2986,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163039&gubun=K,2011.03,"137,000 km",가솔린,"2,999 cc (270마력)",검정색,만료,650만원,19,무,무,유,유,유,유,유,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,12.0,"12,598,961",12.0,"8,252,088"
89,89,현대 그랜저IG 2.4  모던,차량번호 157도9617,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163041&gubun=K,2017.10 (18년형),"53,000 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,780만원",57,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"11,563,000"
90,90,현대 그랜저TG  Q270 LPi  -   ,차량번호 49두1593,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159762&gubun=K,2007.08 (08년형),"165,400 km",LPG,"2,656 cc (165마력)",흰색,불가,260만원,1,무,무,유,유,무,유,무,유,무,무,미등록,,,,,,,,,
91,91,현대 그랜저IG 2.4 프리미엄,차량번호 63노5823,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154394&gubun=K,2017.01,"112,000 km",가솔린,"2,359 cc (190마력)",흰색,만료,"1,800만원",56,유,유,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,3.0,"2,602,949",3.0,"1,778,290"
92,92,현대 그랜저IG 3.0 LPi 모던,차량번호 191러8623,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156666&gubun=K,2018.11 (19년형),"57,354 km",LPG,"2,999 cc (235마력)",검정색,"60개월 / 100,000km","2,300만원",79,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
93,93,현대 그랜저IG 2.4 프리미엄 스페셜,차량번호 127오2315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160873&gubun=K,2018.08 (19년형),"47,529 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","2,360만원",69,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"346,738",0.0,0
94,94,현대 그랜저IG  3.0 익스클루시브   ,차량번호 237두5467,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159479&gubun=K,2018.07,"34,000 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,430만원",67,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
95,95,현대 더 뉴 그랜저 2.5  익스클루시브,차량번호 109우2159,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162731&gubun=K,2020.07,"6,962 km",가솔린,"2,497 cc (198마력)",흰색,정보없음,"3,590만원",97,무,무,무,무,무,무,무,무,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
96,96,현대 그랜져HG  2.4 240 모던  ,차량번호 251소9760,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2059664&gubun=K,2013.01,"106,973 km",가솔린,"2,359 cc (201마력)",흰색,불가,600만원,20,무,유,유,유,유,유,무,유,무,유,등록,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
97,97,현대 그랜저HG 300 노블,차량번호 55수9091,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160022&gubun=K,2012.05,"82,676 km",가솔린,"2,999 cc (270마력)",흰색,만료,"1,080만원",30,무,유,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,1.0,"856,160",1.0,"684,920"
98,98,현대 그랜저HG 240  럭셔리,차량번호 62도6161,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156378&gubun=K,2012.02,"125,337 km",가솔린,"2,359 cc (201마력)",검정색,만료,450만원,15,무,무,유,유,유,유,무,유,무,무,등록,4.0,1.0,0.0,0.0,0.0,7.0,"27,812,779",5.0,"10,372,790"
99,99,현대 그랜져HG 하이브리드 2.4 HEV 프리미엄,차량번호 05두0264,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136187&gubun=K,2014.10 (15년형),"136,659 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,만료,899만원,24,유,유,유,유,유,유,무,유,유,유,등록,4.0,0.0,0.0,0.0,0.0,2.0,"17,916,408",1.0,"339,598"
100,100,현대 그랜저HG 300 노블,차량번호 17나0334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151906&gubun=K,2011.06,"158,350 km",가솔린,"2,999 cc (270마력)",흰색,만료,569만원,16,무,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,7.0,"5,949,829",4.0,"4,433,260"
101,101,현대 그랜저IG 3.0  익스클루시브 스페셜,차량번호 30라5386,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154988&gubun=K,2016.11 (17년형),"53,780 km",가솔린,"2,999 cc (266마력)",검정색,만료,"1,950만원",50,무,유,유,유,유,유,유,유,유,유,등록,8.0,1.0,0.0,0.0,0.0,4.0,"26,040,858",1.0,"2,866,500"
102,102,현대 그랜저HG 300 LPi 모던,차량번호 137모6596,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158935&gubun=K,2016.07 (17년형),"105,750 km",LPG,"2,999 cc (235마력)",흰색,만료,999만원,준비중,무,유,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,1.0,"351,840",0.0,0
103,103,현대 그랜저IG 3.0 익스클루시브,차량번호 43너6583,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155335&gubun=K,2018.07 (19년형),"18,335 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,199만원",61,무,무,유,유,유,유,유,유,유,유,등록,4.0,1.0,0.0,0.0,0.0,2.0,"549,070",2.0,"2,128,246"
104,104,현대 그랜저HG 300 노블,차량번호 35두7571,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155349&gubun=K,2012.10,"98,992 km",가솔린,"2,999 cc (270마력)",검정색,만료,899만원,25,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,4.0,"12,514,155",3.0,"4,799,651"
105,105,현대 그랜저HG 240 럭셔리,차량번호 12나5653,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156516&gubun=K,2011.06,"73,494 km",가솔린,"2,359 cc (201마력)",검정색,만료,780만원,26,무,무,유,유,유,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,2.0,"2,272,434",2.0,"13,850,998"
106,106,현대 그랜저HG 하이브리드 2.4 HEV 프리미엄,차량번호 30우7475,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159280&gubun=K,2014.11 (15년형),"86,882 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,만료,"1,480만원",39,무,무,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,5.0,"5,876,279",3.0,"2,604,026"
107,107,현대 그랜저HG 240  럭셔리,차량번호 13가5304,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161761&gubun=K,2011.03,"97,593 km",가솔린,"2,359 cc (201마력)",검정색,만료,799만원,26,무,무,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,2.0,"5,030,626",3.0,"2,055,304"
108,108,현대 그랜저IG 3.0  익스클루시브,차량번호 346러5298,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162573&gubun=K,2017.05 (18년형),"72,087 km",가솔린,"2,999 cc (266마력)",진회색,"60개월 / 100,000km","1,770만원",49,유,유,유,유,유,유,무,유,무,유,등록,4.0,1.0,0.0,0.0,0.0,2.0,"15,315,060",0.0,0
109,109,현대 더 뉴 그랜저 3.0 LPi 익스클루시브,차량번호 114버5425,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150760&gubun=K,2021.06 (22년형),"7,313 km",LPG,"2,999 cc (235마력)",진회색,"60개월 / 100,000km","2,999만원",80,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,600,100",0.0,0
110,110,현대 그랜저HG 240  모던,차량번호 60러7935,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156990&gubun=K,2014.04,"96,323 km",가솔린,"2,359 cc (201마력)",검정색,만료,870만원,29,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,5.0,"16,881,149",3.0,"7,023,518"
111,111,현대 그랜저IG 하이브리드 2.4 HEV  프리미엄,차량번호 185누1931,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162245&gubun=K,2018.05,"127,365 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","1,939만원",52,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
112,112,현대 더 뉴 그랜저 2.5  익스클루시브,차량번호 179주6065,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162247&gubun=K,2020.03,"42,273 km",가솔린,"2,497 cc (198마력)",진회색,정보없음,"2,820만원",76,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,3.0,"22,799,640",4.0,"6,317,010"
113,113,현대 그랜저HG 220 디젤 프리미엄 컬렉션,차량번호 310고7984,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162582&gubun=K,2016.10 (17년형),"162,933 km",디젤,"2,199 cc (202마력)",검정색,만료,"1,050만원",28,,,,,,,,,,,등록,4.0,0.0,0.0,0.0,0.0,3.0,"3,478,469",1.0,"560,420"
114,114,현대 더 뉴 그랜저 2.5 익스클루시브,차량번호 317부9130,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163362&gubun=K,2021.03,"21,122 km",가솔린,"2,497 cc (198마력)",흰색,"60개월 / 100,000km","3,120만원",84,유,무,유,유,유,유,유,유,유,유,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
115,115,현대 그랜저HG  220 디젤 프리미엄   ,차량번호 23더3051,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160590&gubun=K,2014.07 (15년형),"96,836 km",디젤,"2,199 cc (202마력)",검정색,불가,"1,590만원",46,유,유,유,유,유,유,무,유,무,무,미등록,,,,,,,,,
116,116,현대 그랜저HG  300 LPi 프리미엄,차량번호 171더6612,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160423&gubun=K,2011.06,"171,161 km",LPG,"2,999 cc (235마력)",흰색,만료,895만원,준비중,유,유,유,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,3.0,"10,260,200",1.0,"455,000"
117,117,현대 그랜저IG 3.0 모던 베이직 ,차량번호 127누9951,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162522&gubun=K,2017.01,"81,379 km",가솔린,"2,999 cc (266마력)",검정색,만료,"1,750만원",64,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,890,902"
118,118,현대 그랜저HG 300 LPi 모던,차량번호 176오3145,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162854&gubun=K,2016.07 (17년형),"131,211 km",LPG,"2,999 cc (235마력)",검정색,만료,990만원,준비중,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
119,119,현대 그랜저IG 3.0 프리미엄,차량번호 394가1665,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163213&gubun=K,2019.07,"53,678 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","1,880만원",53,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,3.0,"2,230,430",1.0,"465,430"
120,120,현대 그랜저HG 300 노블,차량번호 50도8882,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163337&gubun=K,2011.06,"187,315 km",가솔린,"2,999 cc (270마력)",흰색,만료,570만원,16,무,무,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,6.0,"7,516,085",2.0,"1,113,520"
121,121,현대 그랜저IG 3.3 셀러브리티,차량번호 350구6279,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163505&gubun=K,2018.03,"77,232 km",가솔린,"3,342 cc (290마력)",진회색,"60개월 / 100,000km","1,939만원",44,유,무,유,유,유,유,유,유,유,유,등록,1.0,0.0,0.0,0.0,0.0,2.0,"1,233,530",1.0,"682,950"
122,122,현대 그랜저HG 300 익스클루시브,차량번호 37저5913,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163600&gubun=K,2015.07 (16년형),"156,383 km",가솔린,"2,999 cc (270마력)",검정색,만료,"1,150만원",31,무,무,무,유,유,유,무,유,무,유,등록,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"402,280"
123,123,현대 그랜저HG 220 디젤 프리미엄,차량번호 29수3247,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157237&gubun=K,2015.05 (16년형),"209,653 km",디젤,"2,199 cc (202마력)",검정색,만료,840만원,24,무,무,유,유,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,5.0,"3,407,684",2.0,"2,883,548"
124,124,현대 그랜저IG 3.0 익스클루시브,차량번호 23도0218,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160342&gubun=K,2016.12 (17년형),"95,766 km",가솔린,"2,999 cc (266마력)",검정색,만료,"1,730만원",48,무,무,유,유,무,무,무,무,무,유,등록,0.0,0.0,0.0,0.0,0.0,4.0,"6,114,416",2.0,"3,346,260"
125,125,현대 그랜저HG 240 모던,차량번호 11나5144,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160307&gubun=K,2013.08 (14년형),"119,169 km",가솔린,"2,359 cc (201마력)",검정색,만료,720만원,24,무,무,유,유,유,유,무,유,무,유,등록,7.0,1.0,0.0,0.0,0.0,5.0,"29,594,516",2.0,"1,655,060"
126,126,현대 그랜저IG 2.4 프리미엄 스페셜,차량번호 45구4454,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160447&gubun=K,2017.01,"86,660 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,449만원",42,무,무,유,유,무,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,2.0,"27,068,730",1.0,"11,890,000"
127,127,현대 그랜저HG 300 프라임,차량번호 67오7761,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160443&gubun=K,2011.09,"163,439 km",가솔린,"2,999 cc (270마력)",검정색,만료,590만원,17,무,무,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,3.0,"1,985,988",2.0,"901,480"
128,128,현대 그랜저IG 2.4 프리미엄,차량번호 33마5582,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161275&gubun=K,2017.01,"67,552 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,480만원",46,무,무,유,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,1.0,0,2.0,"459,438"
129,129,현대 그랜저HG 300 노블,차량번호 15머2286,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161278&gubun=K,2012.05,"106,369 km",가솔린,"2,999 cc (270마력)",흰색,만료,730만원,20,무,무,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,7.0,"6,817,294",2.0,"447,008"
130,130,현대 그랜저IG 3.0 LPi  모범형,차량번호 185누3528,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161853&gubun=K,2018.03,"187,298 km",LPG,"2,999 cc (235마력)",흰색,"60개월 / 100,000km","1,290만원",45,무,무,유,유,무,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
131,131,현대 그랜저HG 240 럭셔리,차량번호 41저1520,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162064&gubun=K,2012.11,"142,574 km",가솔린,"2,359 cc (201마력)",흰색,만료,990만원,33,무,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,4.0,"2,208,859",3.0,"1,793,246"
132,132,현대 그랜저IG  3.0 LPi  모범형   ,차량번호 14가6206,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155629&gubun=K,2016.12 (17년형),"154,000 km",LPG,"2,999 cc (235마력)",은색,불가,"1,150만원",40,무,무,유,무,유,유,무,유,무,유,미등록,,,,,,,,,
133,133,현대 그랜저HG 300 익스클루시브,차량번호 60소5621,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162499&gubun=K,2013.03,"179,592 km",가솔린,"2,999 cc (270마력)",검정색,만료,799만원,22,무,무,유,유,유,유,유,유,유,유,등록,4.0,0.0,0.0,0.0,0.0,3.0,"1,611,576",3.0,"3,471,818"
134,134,현대 그랜저IG 3.0 익스클루시브,차량번호 143나9508,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162593&gubun=K,2017.02,"99,119 km",가솔린,"2,999 cc (266마력)",검정색,만료,"1,820만원",51,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"1,595,629",0.0,0
135,135,현대 그랜저HG 300 노블,차량번호 45두1764,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162619&gubun=K,2011.02,"170,897 km",가솔린,"2,999 cc (270마력)",검정색,만료,680만원,19,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,2.0,"1,582,310",1.0,"611,988"
136,136,현대 그랜저HG 300 익스클루시브,차량번호 20수8809,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162795&gubun=K,2014.01,"98,119 km",가솔린,"2,999 cc (270마력)",흰색,만료,"1,250만원",34,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,3.0,"2,408,531",1.0,0
137,137,현대 그랜저IG 2.4 프리미엄,차량번호 29어1113,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163245&gubun=K,2017.01,"95,759 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,700만원",53,무,무,유,유,무,무,무,무,무,유,등록,1.0,0.0,0.0,0.0,0.0,3.0,"7,060,654",4.0,"5,848,029"
138,138,현대 그랜저HG 240 모던,차량번호 61주3695,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163566&gubun=K,2014.07 (15년형),"111,127 km",가솔린,"2,359 cc (190마력)",검정색,만료,990만원,33,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,7.0,"11,189,443",4.0,"6,875,373"
139,139,현대 그랜저IG 2.4 모던,차량번호 267우4587,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163603&gubun=K,2018.09 (19년형),"110,308 km",가솔린,"2,359 cc (190마력)",회색,"60개월 / 100,000km","1,610만원",51,유,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
